production_date,gas_sales,oil_sales,pf_fuel,vent_flare,water,field_remarks,source_file
2019-08-04,11020,388,123,28,12,"Made visit to HI547C, Seatrax done with crane install & Annual at HI547C, Safcon 
still working on BHP wiring, BSEE here to do annual.",2019-08-05__Arena Partner DPR.pdf
2019-08-05,10980,341,122,28,12,"Made visit to HI547C, Finished BHP install at HI547C, Tested all the top deck with 
BSEE.",2019-08-06__Arena Partner DPR.pdf
2019-08-06,10915,360,115,28,12,"made visit to HI547C, Completed annual BSEE inspection at HI547B 0 incs, Finished 
BHP gauge install at HI547C.",2019-08-07__Arena Partner DPR.pdf
2019-08-07,2338,83,117,12,3,"Made Visit to HI 547
C
Completed annual BSEE inspection at HI 547 ( 0
inc's)
C 1 BHP gauge ( BHP Psi
8969#
- 225
deg)
Setting up flowbackquipment at C-plat
put B- 4 in test at 9
am",2019-08-08__Arena Partner DPR.pdf
2019-08-08,11156,360,204,22,12,"Made Visit to HI 547
C
Still setting up flowback equipment at HI 547
C
Electrition working on lights 
B- 4 in test",2019-08-09__Arena Partner DPR.pdf
2019-08-09,3333,129,82,13,4,"Made visit to HI 547
C
C 2 back on line at
11:00
am
starting flow back at  C platform",2019-08-10__Arena Partner DPR.pdf
2019-08-10,10377,414,127,20,11,doing flow back at C-plat,2019-08-11__Arena Partner DPR.pdf
2019-08-11,2586,213,96,14,106,"finished flowback at C-platform yesterday and backloaded all equipment . Also had 
to leave C-2 S/I due to diaphragm busted on ssv valve .",2019-08-12__Arena Partner DPR.pdf
2019-08-12,12805,400,143,25,153,made visit to c-plat,2019-08-13__Arena Partner DPR.pdf
2019-08-13,14848,573,142,26,138,24 hrs flow,2019-08-14__Arena Partner DPR.pdf
2019-08-14,13799,464,113,24,125,"Made visit to HI 547
C
Continuing 24
hr flowbacks
B 2 in test",2019-08-15__Arena Partner DPR.pdf
2019-08-15,14565,504,123,26,161,"Made visit to Hi 547
C
seatrax out doing anual
continuing 24 hour flow back
clariant chemical man out doing testing",2019-08-16__Arena Partner DPR.pdf
2019-08-16,14643,496,136,25,177,"Made visit to C platform 
offloaded and backloaded boat at HI 547
B and HI 547
C
clariant chemical man out doing testing 
seatrax doing anual on HI 547
B crane 
Deric Oliver out working on LACT metter failure",2019-08-17__Arena Partner DPR.pdf
2019-08-17,14361,489,131,25,188,"Made visit to HI 547 C
searax out doing annual on HI 547
B crane
Intertek working on LACT metter failure",2019-08-18__Arena Partner DPR.pdf
2019-08-18,14240,516,128,26,182,"Made visit to C-Platform 
Seatrax working on replacing aux cable and main line along with wench for main.
Seatrax currently have wench installed .",2019-08-19__Arena Partner DPR.pdf
2019-08-19,14087,489,123,24,160,"Made visit to C-platform 
C- 2 currently in test
Seatrax on board changing out Aux and main line cables 
Genesis on board calibrating Gas meters",2019-08-20__Arena Partner DPR.pdf
2019-08-20,14067,480,101,24,161,"made visit to C plat form 
8/20/19 by boat
preparing for crew chang
sea trax on stand by waiting on Cable to come out on boat",2019-08-21__Arena Partner DPR.pdf
2019-08-21,13895,494,114,29,161,"Made visit to HI 547
C, Failsafe working on LACT unit, Seatrax waiting on boat for 
parts.",2019-08-22__Arena Partner DPR.pdf
2019-08-22,11847,344,91,27,71,"Made visit to HI547C, Unloaded wireline equipment at HI547C, Seatrax working on 
crane.",2019-08-23__Arena Partner DPR.pdf
2019-08-23,10737,127,78,26,26,"Did not make visit to HI547C due to weather, Seatrax got boom stopper off, waiting 
on wireline for HI547C.",2019-08-24__Arena Partner DPR.pdf
2019-08-24,10815,336,74,26,26,No visit to HI547C due to weather.,2019-08-25__Arena Partner DPR.pdf
2019-08-25,10699,319,73,27,26,"No visit to HI547C due to weather, Seatrax got boom stops & aux cable changed out.",2019-08-26__Arena Partner DPR.pdf
2019-08-26,10484,475,92,26,15,"Made visit to HI547C, Seatrax done at HI547B, Wireline at HI547C to work on C1.",2019-08-27__Arena Partner DPR.pdf
2019-08-27,10579,395,89,27,16,"Made visit to HI-547-C. Wireline finished up on C-1 well. Changed out wet pump 
and put back in service.",2019-08-28__Arena Partner DPR.pdf
2019-08-28,14344,504,128,29,105,"Made visit to HI547C, Doing flowback on C1, Sent in wireline.",2019-08-29__Arena Partner DPR.pdf
2019-08-29,16554,586,136,30,93,"Made visit to HI 547
C, Doing flowback on C 1
, AMI finished meters",2019-08-30__Arena Partner DPR.pdf
2019-08-30,18721,718,146,30,122,"Made visit to HI547C, Continuing flowback on C1, Moores pump onboard to install 
FWP, Unloaded boat",2019-08-31__Arena Partner DPR.pdf
2019-09-01,21318,846,159,29,141,"Made visit to HI547C, Arena 51 broke down on top, Got FWP back in service.",2019-09-02__Arena Partner DPR.pdf
2019-09-02,21510,860,146,29,141,"made visit to HI547C, Bled fluid out C1 production casing, sent in Moores pump.",2019-09-03__Arena Partner DPR.pdf
2019-09-04,21591,840,164,36,125,"Made visit to C-platform and installed 
21/64
'' positive choke on C- 1 well before 9
am 
reports .",2019-09-05__Arena Partner DPR.pdf
2019-09-05,23618,956,171,36,125,"Made visit to C-platform and increased choke on C-1 well from a 22/64'' positive to 
a 23/64'' . Unable to get Sales check meter info due to orifice holder was damaged 
when installing bigger  orifice plate . We currently have the orifice plate holder 
ordered through derek Oliver. SSI was on  board trouble shooting capsule engine 
seeing why water getting in motor oil . SSI found out the water jack was leaking and 
that they no long make parts for the engine .",2019-09-06__Arena Partner DPR.pdf
2019-09-06,24659,968,183,36,110,"1
.Made visit to C-platform 2
.Completed chemical inventory 3
. Doing flow back on C- 1 well 4
. Check meter sales matches gas sales due to orifice holder damaged currently 
have one on order.",2019-09-07__Arena Partner DPR.pdf
2019-09-07,24501,989,189,36,111,"1
.Made visit to C-platform 2
.Also doing Flow back 3
.Operator is currently a C-platform taking Shakeout",2019-09-08__Arena Partner DPR.pdf
2019-09-08,24363,990,185,36,110,"Made visit to C-platform .
Doing BSEE testing",2019-09-09__Arena Partner DPR.pdf
2019-09-09,24358,986,175,37,110,"Made visit HI 547
C 
Doing BSEE testing at B",2019-09-10__Arena Partner DPR.pdf
2019-09-10,24655,1008,167,37,110,"made visit to C-platform 
BSEE arrived yesterday to do a crane inspection but got cut short due to weather
panther arrived today to do oil proving .",2019-09-11__Arena Partner DPR.pdf
2019-09-11,24244,997,120,37,110,"made visit to C-platform today . We will be putting C- 2 in test today
AMID arrived to do oil meter proving 
We also replaced VPSV on float cell along with new blots,nut and flexitallic gaskets",2019-09-12__Arena Partner DPR.pdf
2019-09-12,24356,983,139,37,129,Made visit to C-platform and completed BSEE esd and holding checks at C-platform,2019-09-13__Arena Partner DPR.pdf
2019-09-13,23613,901,140,40,140,"Made Visit at C-platform 
Downtime due to Bsee ESD and holding checks 
Ops will be doing well test and shakeouts",2019-09-14__Arena Partner DPR.pdf
2019-09-14,24499,992,119,37,146,"Made visit to C-Platform 
M/V Odyssea valor arrived today with groceries and supplies .
A/C in office went out this morning. The electrician was able to fix issue. The fan 
blade came loose",2019-09-15__Arena Partner DPR.pdf
2019-09-15,24435,971,134,37,145,"Unable to make visit to C-platform due to weather 
Had electrician work on A/C found outside fan blade shaft nut loose. He reinstalled 
fan blade and tighten nut back .
Also had electrican working generator to fix issue with run gas solenoid . He found 
loose wires and a bad diode on relay .",2019-09-16__Arena Partner DPR.pdf
2019-09-16,22960,941,130,36,145,"Unable to make visit to C-platform due to weather 
Cleaning up quarters for crew change",2019-09-17__Arena Partner DPR.pdf
2019-09-17,24330,968,126,36,145,Unable to make visit to C-Platform due to weather,2019-09-18__Arena Partner DPR.pdf
2019-09-18,24540,1021,126,38,103,"Made visit to HI 547
C 25
Unstopped wet oil pump screen twice
Sent sample of material that came out of screen to chemical man.
Went thru supplies in tool room.
Dumped h 20 out treater.
Ordered new heaters for HI 547
C fuel gas
Cleaned up Chemical skid
Ordered Floctreat",2019-09-19__Arena Partner DPR.pdf
2019-09-19,24420,943,123,38,103,"Made visit to HI 547
C 
Ran pig in KAH- 9010
Put C 2 in test
Adjusted HI 547
C test separator back pressure
Ordered compressor engine oil
Did chart change
Changed glycol charcoal & sock filters
Did safety meeting for safety alert.",2019-09-20__Arena Partner DPR.pdf
2019-09-20,24418,1026,125,39,95,"Made visit to HI 547
C
Put C 2 in test
Did safety meeting for safety alert
HIS here to do quarterly's",2019-09-21__Arena Partner DPR.pdf
2019-09-21,24490,1001,124,39,101,"Made visit to HI 547
C
HIS completed Fire & gas quarterly's
Did Fire & gas function test, everything worked according to safe chart
Put B 4 in test
Ran tubing for new chemical's",2019-09-22__Arena Partner DPR.pdf
2019-09-22,24344,986,134,40,97,"Made visit to HI 547
C
HIS completed quarterly fire & gas, did function test, all was good
Did weekly paperwork, FWP, capsule
Unloaded boat, to rough to back load.",2019-09-23__Arena Partner DPR.pdf
2019-09-23,24394,974,121,38,105,"Made visit to HI 547
C
Back loaded boat & took on H 20
Did bleeddown & started build up on C 1 production casing.
Changed the trim & seat on the filter separator dump valve
Dumped glycol
BSEE here this morning.",2019-09-24__Arena Partner DPR.pdf
2019-09-24,24289,933,117,35,105,"Made visit to HI 547
C
BSEE came out to do a follow up, tested compressor pilots, levels, Pulled ESD, 
Looked a vent system
Pulled chart off HI 547
C C 1 production casing build up
Had 1 hour down due to ESD.",2019-09-25__Arena Partner DPR.pdf
2019-09-25,24207,983,72,35,108,"Made visit to HI 547
C
BSEE came out to get more information on flare system
AMI completed gas meters & started on turbine swap out.
Sent Odyssea Valor in",2019-09-26__Arena Partner DPR.pdf
2019-09-26,24250,951,96,36,107,"Made visit to HI 547
C
Arena 51 spent the night
Installed injection quill on the LP header for new chemical.
AMI done with meters & is troubleshooting LACT samplers.
BSEE here this morning.",2019-09-27__Arena Partner DPR.pdf
2019-09-27,2002,24,11,3,9,"Made visit to HI 547
C
BSEE came out to finish the inspection
Received an inc. for the block valves on the flare valves on the IP & MBD- 0100
 
separator
Had an oil sheen at 11
am, shut in platform, reportedto QI.
AMI worked on samplers on LACT, due to us shutting in he couldn't finish
Sent AMI to EC 328
B",2019-09-28__Arena Partner DPR.pdf
2019-09-28,0,0,0,0,0,"No visit to HI 547
C due to transportation issue.
Waiting on dive boat to inspect oil pipeline.
Unloaded & back loaded boat",2019-09-29__Arena Partner DPR.pdf
2019-09-29,0,0,0,0,0,"Made visit to HI 547
C
Mechanic did PM on compressor 
Dive boat got here last night, didn't find any damage to oil pipeline.
Shut in 24 hrs
Changed out the 3
"" bypass valve on the HP separator dump line.
Changed 3
"" butter fly on the Skimmer H 20 outlet.",2019-09-30__Arena Partner DPR.pdf
2019-09-30,22410,843,34,36,90,"Made visit to HI 547
C
Dive boat left field
Came BOL at 
1:00
pm
Did oil change on compressor engine
Took engine oil samples
Too glycol samples
Had to unstop Skimmer oil dump line several times.",2019-10-01__Arena Partner DPR.pdf
2019-10-01,24595,1006,64,39,125,"Made visit to HI 547
C
Cleaned up for crew change
Did EOM paperwork
Did fire extinguishers at HI 547
B & HI 547
C",2019-10-02__Arena Partner DPR.pdf
2019-10-02,24088,956,77,37,123,"Started BSEE testing . 
Also going through coupa and checking off parts that has arrived .
Made visit to C-platform and swapping C- 2 in test.",2019-10-03__Arena Partner DPR.pdf
2019-10-03,24221,971,87,37,117,"Finishing up BSEE testing at B-platform 
We will be Bsee testing at C-platform today too.",2019-10-04__Arena Partner DPR.pdf
2019-10-04,24181,970,90,37,124,"Made visit to C-platform Swapped wells and put C- 1 back in test .
Also will be swapping wells at b-platform putting B- 4 in test .",2019-10-05__Arena Partner DPR.pdf
2019-10-05,24100,982,91,37,123,"We currently have river rentals on board . After setting up equipment they will be 
pumping S- 205 down tubing and soak overnight on B 4 well.
Also we have a tech coming to work on sampler Meter # 2 oil lact run .",2019-10-06__Arena Partner DPR.pdf
2019-10-06,23413,923,92,38,123,"Made visit to C-platform and pulled shakeout 
RRT on location pumping a chemical treatment on B- 4 well.
Donovan control worked on oil lact Sampler and found a bad sampler .",2019-10-07__Arena Partner DPR.pdf
2019-10-07,23690,828,94,38,118,"Made visit to C-platform .
RRT finished up with pumping chemical treatment on B- 4 well.
Back loaded RRT equipment onto M/V GOL Mover along with personnel. 
Also amid arrived today to Prove oil meter .
Oil Numbers down due to holding oil back for AMID oil proving",2019-10-08__Arena Partner DPR.pdf
2019-10-08,23956,832,95,37,115,"Bring on B 4 well after Chemical Treatment
Also donovan control will be on location sometime today to work on oil lact 
#2
 
Sampler 
Made visit to C-platform ( C- 2 in test)
Doing flowback for B 4 well
Oil Number up due to oil held back for oil proving",2019-10-09__Arena Partner DPR.pdf
2019-10-09,23972,741,90,39,115,"Made visit to C-Platform 
Donavon Control is on location working oil lact 
#2 sampler.
Doing B 4 well flowback",2019-10-10__Arena Partner DPR.pdf
2019-10-10,23881,942,93,38,114,"Made visit to C-platform and Swapped C- 1 into test .
Seatrax on board working on B-platform's Crane annual .
Donovan Control brought in the innermech and sampler probe into the beach",2019-10-11__Arena Partner DPR.pdf
2019-10-11,23906,972,95,37,114,"OPS- Made visit to C-platform and swapped C- 1 in test . Installed new tarp on
compressor final discharge cooler . we set up new virtical tote on chemical skid for 
new chemical. Also seatrax is on board woking on b-platform crane annual as of 
today they will be servicing crane engine, winches and doing a pull test weather 
permitting",2019-10-12__Arena Partner DPR.pdf
2019-10-12,23718,903,96,37,114,"Made visit to C-Platform and swapped C- 1 into test
Seatrax currently working on B-platform crane annual.",2019-10-13__Arena Partner DPR.pdf
2019-10-13,23748,966,93,36,115,"Made visit to C-platform 
Seatrax finished Crane annual inspection at B-platform . They are currently at C-
platform doing quarterly crane inspection there.",2019-10-14__Arena Partner DPR.pdf
2019-10-14,23885,682,95,36,114,"Made visit to C-platform and swapped C 1 in test
Linear working on light by compressor 
Cleaning up for crew change .",2019-10-15__Arena Partner DPR.pdf
2019-10-15,23751,940,95,36,113,"Made visit to C-platform 
Swapped well around at B-platform B- 1 in test
Cleaned up for crew change",2019-10-16__Arena Partner DPR.pdf
2019-10-16,23698,945,166,37,113,"Didn't make crew change due to weather
Finally made crew change
10/17/19
No visit to HI 547
C due to weather
Getting ready for crew change",2019-10-17__Arena Partner DPR.pdf
2019-10-17,23723,933,83,37,113,"Made visit to HI 547
C
Batch treated system with biocide
Did chemical inventory
Checked out latform
Floated over Skimmer & Floatcell",2019-10-18__Arena Partner DPR.pdf
